overall_rank,model,family,artifact_path,metrics_path,test_predictions_path,train_wape,val_wape,test_wape,train_mape,val_mape,test_mape,train_mae,val_mae,test_mae,train_rmse,val_rmse,test_rmse,train_smape,val_smape,test_smape,train_bias,val_bias,test_bias,val_mape_coverage,test_mape_coverage
1,transformer,dl,artifacts/transformer/model.pt,artifacts/transformer/metrics.json,artifacts/transformer/test_predictions.csv,,0.26481818436559956,0.26903910418411375,,0.5470421620079345,0.5446528270776463,,16.445499388548754,16.790903522402438,,25.116563064698976,25.71218830111244,,0.2898262935410541,0.2935902739296448,,0.02258996014637133,0.027486848420025897,0.9965850882185544,0.997367672168469
2,xgboost,ml,artifacts/xgboost/model.joblib,artifacts/xgboost/metrics.json,artifacts/xgboost/test_predictions.csv,0.2644098914179538,0.271577695715319,0.2705645543063266,0.5538995385797258,0.5395417683289396,0.5225666907651784,15.63848491228518,16.86527244920546,16.886107845610358,23.53424183694447,25.826005934512718,25.949435970730832,0.28943902285431433,0.29503147425310683,0.29342542660846826,-3.1175848618934225e-06,-0.004551522744970748,-0.004161354573690046,0.9965850882185544,0.997367672168469
