model,store_id,sku_id,n,actual_units,mape_coverage,wape,mape,mae,rmse,smape,bias
catboost,STORE0002,SKU0101,14,200.0,1.0,0.27664478768668443,0.4142223257487525,3.9520683955240634,4.7428530146268075,0.31085079733250154,0.10418751414234351
catboost,STORE0002,SKU0102,14,1430.0,1.0,0.19717201811973217,0.26531212437310675,20.139713279372643,28.84169369143616,0.22098995056512555,-0.016551616308176333
catboost,STORE0003,SKU0001,14,1181.0,1.0,0.16448533075668176,0.17562137265043296,13.875512544545797,16.008756656585675,0.1647703688584817,0.03461936425558325
catboost,STORE0003,SKU0003,14,272.0,1.0,0.24145111447066198,0.3837917993387191,4.691050224001432,5.832622876949364,0.2801905886004011,-0.05558861818173627
catboost,STORE0003,SKU0004,14,911.0,1.0,0.2749015710142113,0.32604963385019603,17.88823794242475,21.802932640400417,0.2661384075994503,0.14135590302335277
catboost,STORE0003,SKU0005,14,1159.0,1.0,0.18665035150100698,0.1924956733943704,15.451982670690507,17.954664208697398,0.19901849253441015,-0.07105386807055554
catboost,STORE0003,SKU0006,14,1310.0,1.0,0.19145552295604756,0.21085342460788992,17.914766790887306,22.268006364458724,0.20077030436041382,0.006304125060173737
catboost,STORE0003,SKU0007,14,352.0,1.0,0.17623892330155624,0.15812346173159658,4.431150071581986,6.3783214426735,0.1754957059609402,-0.11539070476135152
catboost,STORE0003,SKU0008,14,243.0,1.0,0.39141134799806904,0.606288632304976,6.793782683109341,7.768805138134037,0.410038751207876,0.11285256040113134
catboost,STORE0003,SKU0009,14,642.0,1.0,0.3054723490320247,0.349160619258362,14.00808914846856,19.479047600875244,0.2973731210620955,0.011343569147335962
catboost,STORE0003,SKU0010,14,419.0,1.0,0.19073451832632793,0.19395872713192452,5.708411655623672,6.5937600481129905,0.19679532829778648,-0.08423741814150058
catboost,STORE0003,SKU0011,14,266.0,1.0,0.27810852914446405,0.3184073515488901,5.284062053744817,7.84264398886562,0.2615380000808161,-0.0361917609244389
catboost,STORE0003,SKU0012,14,762.0,1.0,0.17257911778531856,0.16105551235750587,9.393234839458055,12.550879250024073,0.1794782614305373,-0.15005790654033893
catboost,STORE0003,SKU0013,14,1042.0,1.0,0.2516196339478136,0.2764915439230196,18.72768989811584,26.011287665917546,0.22407830114495614,0.22686810124318496
catboost,STORE0003,SKU0014,14,723.0,1.0,0.2241459264743219,0.21346885591231493,11.575536060066767,16.47219043226531,0.22097581511017936,-0.09259023599333072
catboost,STORE0003,SKU0015,14,118.0,1.0,0.19264302095820177,0.2207769047813746,1.6237054623619862,2.0588825756058724,0.18827950543658947,0.11112820648076363
